label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,0.0,2903,1.0,0.0,1912.0,83.0,5.0,34.0,190.0,0.0,4.0,,1.0,87552397,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,968a6688,0b153874,a73ee510,7259dc52,f25fe7e9,dfbb09fb,dd183b4c,64c94865,00631f93,84898b2a,e5ba7672,5a5b8bf9,,,0014c32a,,32c7478e,3b183c5c,,
1,5.0,-1,,,1388.0,0.0,11.0,1.0,7.0,0.0,3.0,,,be589b51,4f25e98b,5e77a792,1f8fb20a,25c83c98,6f6d9be8,a088b320,0b153874,a73ee510,ecac5559,6be5122d,0e9788be,c8c105ca,b28479f6,8ab5b746,ecfa1f48,e5ba7672,7ef5affa,712d530c,a458ea53,f1889e1b,,32c7478e,3eeb9872,001f3601,d7d385f2
0,3.0,2,1.0,0.0,95.0,0.0,74.0,20.0,118.0,2.0,17.0,,0.0,6e4a368f,38a947a1,dd17c91c,82a61820,43b19349,7e0ccccf,1c86e0eb,0b153874,a73ee510,f991ddf2,755e4a50,75529ad8,5978055e,07d13a8f,0169c5a1,5eea53aa,e5ba7672,e96a7df2,,,0f78ab39,c9d4222a,32c7478e,cafb4e4d,,
0,2.0,0,9.0,5.0,44.0,5.0,2.0,4.0,5.0,2.0,2.0,,5.0,5a9ed9b0,3e4b7926,e1266b28,09e3cd5a,384874ce,7e0ccccf,675e81f6,5b392875,a73ee510,d1ebaddf,4a77ddca,eb8ded57,dc1d72e4,07d13a8f,e6863a8e,3d9023a4,07c540c4,e261f8d8,21ddcdc9,b1252a9d,31b4af04,,32c7478e,8d653a3e,445bbe3b,32280082
0,,2537,1.0,,6033.0,10.0,21.0,0.0,10.0,,2.0,1.0,,05db9164,942f9a8d,9f950fff,40728eaf,25c83c98,7e0ccccf,49b74ebc,0b153874,a73ee510,0e9ead52,c4adf918,6d39bfb7,85dbe138,b28479f6,ac182643,ca7718ac,1e88c74f,1f868fdd,55dd3565,a458ea53,969e4f55,,32c7478e,4008e1ec,001f3601,273183e4
0,,-1,4.0,,11492.0,,0.0,0.0,0.0,,0.0,,,68fd1e64,78ccd99e,414ceaee,c9d7eaf9,25c83c98,,be0a9688,0b153874,a73ee510,3b08e48b,10e6a64f,ef8996b1,38b5339a,b28479f6,1ca2ec64,03172d90,1e88c74f,e7e991cb,21ddcdc9,a458ea53,6463aac0,,32c7478e,f689bb81,e8b83407,65aa49a4
0,,1,5.0,5.0,349.0,,0.0,5.0,5.0,,0.0,,5.0,05db9164,0363d860,915bbd8f,26ac5cc6,4cf72387,fbad5c96,4bd081bf,0b153874,a73ee510,3b08e48b,2271d551,87408e45,0092602c,1adce6ef,8f0f791f,8759a2d9,776ce399,a62ebaa8,,,6ec2bcf7,,be7c41b4,7f686ab3,,
0,,0,17.0,3.0,19811.0,,0.0,3.0,54.0,,0.0,,3.0,05db9164,f0cf0024,6f67f7e5,41274cd7,25c83c98,fbad5c96,9b6a4cc9,0b153874,a73ee510,a5aa06c8,8e3de34d,623049e6,b50e2ed0,b28479f6,e6c5b5cd,c92f3b61,1e88c74f,b04e4670,21ddcdc9,5840adea,60f6221e,,32c7478e,43f13e8b,ea9a246c,731c3655
0,,1261,10.0,4.0,,,0.0,5.0,10.0,,0.0,,5.0,05db9164,38a947a1,1ef76781,40ed41e5,dd2d8e4d,7e0ccccf,e7698644,0b153874,7cc72ec2,3b08e48b,f9d0f35e,f9de2371,b55434a9,b28479f6,79266ab2,56bfb1f9,2005abd1,e96a7df2,,,d8e97ca0,,be7c41b4,a415643d,,
0,,-1,5.0,,34807.0,82.0,0.0,0.0,60.0,,0.0,,,f473b8dc,287130e0,bdea3be7,0d69fcf9,4cf72387,6f6d9be8,c37c44f9,5b392875,a73ee510,b40a6cd7,fd318026,1a9d7683,fb4bc60c,07d13a8f,10040656,1af0086f,e5ba7672,891589e7,e6786b15,a458ea53,4deadf73,,32c7478e,1cc9af15,cb079c2d,36e416d3
0,0.0,0,113.0,13.0,1853.0,64.0,1.0,45.0,52.0,0.0,1.0,,13.0,68fd1e64,80e26c9b,e346a5fd,85dd697c,25c83c98,7e0ccccf,197b4575,0b153874,a73ee510,6c47047a,745416a3,539c5644,e40e52ae,1adce6ef,0f942372,aafa191e,d4bb7bd8,005c6740,21ddcdc9,5840adea,7e5b7cc4,ad3062eb,3a171ecb,1793a828,e8b83407,9904c656
0,,7,1.0,,9128.0,,0.0,0.0,7.0,,0.0,,,ae82ea21,38a947a1,1a778157,3fee2b13,25c83c98,fbad5c96,53b5f978,0b153874,a73ee510,3b08e48b,91e8fc27,4e05887a,9ff13f22,07d13a8f,5d76dea1,b4bb659e,776ce399,d6be9f7b,,,64e9eec3,,be7c41b4,1793a828,,
1,7.0,31,24.0,6.0,7.0,7.0,7.0,4.0,6.0,1.0,1.0,,6.0,05db9164,09e68b86,aa8c1539,85dd697c,25c83c98,7e0ccccf,21f5b15a,1f89b562,a73ee510,d8a1c4f1,a0a5e9d7,d8c29807,ee79db7b,8ceecbc8,d2f03b75,c64d548f,07c540c4,63cdbb21,cf99e5de,5840adea,5f957280,,32c7478e,1793a828,e8b83407,b7d9c3bc
1,5.0,59,1.0,1.0,31.0,1.0,5.0,1.0,10.0,1.0,1.0,0.0,1.0,68fd1e64,b80912da,bd350f15,c0ffce15,0942e0a7,fe6b92e5,f8008800,0b153874,a73ee510,50af9b31,e16bba2e,27e5d73a,b17372a1,07d13a8f,569913cf,fdcf791c,e5ba7672,7119e567,d9aa05dc,b1252a9d,33c8b815,,c7dc6720,2d895b70,5c813496,98619b1c
0,,54,,2.0,96563.0,,0.0,11.0,2.0,,0.0,,2.0,68fd1e64,8084ee93,02cf9876,c18be181,25c83c98,fbad5c96,89a13b6b,37e4aa92,7cc72ec2,f62834dd,fa365cf9,8fe001f4,d2420e4c,b28479f6,b2ff8c6b,36103458,d4bb7bd8,52e44668,,,e587c466,c9d4222a,32c7478e,3b183c5c,,
0,20.0,2568,,1.0,7.0,13.0,31.0,30.0,35.0,2.0,5.0,,0.0,05db9164,3f0d3f28,,,25c83c98,7e0ccccf,1c86e0eb,c8ddd494,a73ee510,73af8251,755e4a50,,5978055e,1adce6ef,14108df6,,e5ba7672,88416823,,,,,423fab69,,,
0,1.0,0,1.0,2.0,169.0,2.0,9.0,11.0,312.0,1.0,4.0,0.0,2.0,05db9164,b2659ff1,4bcff5f1,906433d5,25c83c98,fbad5c96,ec258437,0b153874,a73ee510,fa7d0797,938fe91f,f724f535,f948ca5d,cfef1c29,4ee6e6c5,375e495d,8efede7f,15bb350b,,,69bb8bd4,,32c7478e,a283230e,,
0,,5,2.0,3.0,10892.0,15.0,4.0,4.0,32.0,,2.0,0.0,3.0,68fd1e64,09e68b86,8813e7fd,35b598a9,2c6b8ded,13718bbd,a7565058,5b392875,a73ee510,d7ae8050,69afd526,78ba0921,84def884,1adce6ef,dbc5e126,0f33b689,3486227d,5aed7436,21ddcdc9,b1252a9d,4435a274,,3a171ecb,73496e83,e8b83407,f3fccfbe
0,8.0,27,7.0,5.0,18.0,6.0,8.0,7.0,8.0,1.0,1.0,,4.0,05db9164,09e68b86,13b9e8b8,1ac897b5,25c83c98,7e0ccccf,cc5ed2f1,0b153874,a73ee510,3b08e48b,facf05cc,eb6aeb80,9f16a973,1adce6ef,dbc5e126,819c2777,e5ba7672,5aed7436,8addf1f5,a458ea53,587b2879,c9d4222a,32c7478e,3fdb382b,e8b83407,49d68486
0,0.0,1,14.0,2.0,120.0,733.0,0.0,12.0,606.0,0.0,0.0,98.0,2.0,5a9ed9b0,097e9399,915bbd8f,26ac5cc6,f3474129,fe6b92e5,875679ca,37e4aa92,a73ee510,3b08e48b,bbd0e773,87408e45,79ae8b9a,1adce6ef,5c3dbd29,8759a2d9,8efede7f,97029569,21ddcdc9,b1252a9d,6ec2bcf7,,55dd3565,7f686ab3,2bf691b1,bebc2875
1,,-1,,,4253.0,2.0,6.0,1.0,2.0,,2.0,,,b455c6d7,38a947a1,,,25c83c98,,6cdb3998,0b153874,a73ee510,21fa915a,5874c9c9,,740c210d,07d13a8f,ce0f2958,,e5ba7672,87c9f30d,,,,,32c7478e,,,
1,1.0,6,2.0,6.0,27.0,5.0,1.0,8.0,182.0,1.0,1.0,,5.0,68fd1e64,04e09220,b1ecc6c4,5dff9b29,f3474129,7e0ccccf,a879efe1,1f89b562,a73ee510,ccf1de05,bf4de37f,2436ff75,f81d2620,07d13a8f,cae64906,f4ead43c,e5ba7672,e161d23a,,,4f1aa25f,,32c7478e,ded4aac9,,
0,1.0,1,1.0,2.0,1363.0,8.0,7.0,13.0,62.0,0.0,3.0,,3.0,17f69355,207b2d81,36f3d130,a0640cda,4cf72387,fbad5c96,0cc37e77,5b392875,a73ee510,1f765f17,f0d7528c,a3758fd7,4ac844f1,07d13a8f,90ff0d8d,fd37f1d8,e5ba7672,25c88e42,21ddcdc9,a458ea53,2b55d856,,32c7478e,51e4f023,001f3601,322cbe58
0,,179,4.0,4.0,17232.0,,0.0,18.0,7.0,,0.0,0.0,4.0,05db9164,421b43cd,58ddcb6a,29998ed1,25c83c98,fe6b92e5,11ffbf5b,5b392875,a73ee510,865b29d9,f2313205,6aaba33c,9c7a975e,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,c7dc6720,b34f3128,,
0,3.0,-1,,,79.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,05db9164,09e68b86,3b40a9aa,37dff460,25c83c98,,815e3303,1f89b562,a73ee510,b9b1972c,2cfc1696,ba5646a2,9bbdb8bd,cfef1c29,18847041,cb880c3a,07c540c4,5aed7436,5389847f,5840adea,5b4aa781,,32c7478e,1793a828,e8b83407,63093459
0,,-1,,,7475.0,29.0,3.0,0.0,30.0,,2.0,,,05db9164,2c8c5f5d,a027dac1,079955f5,25c83c98,fe6b92e5,cc5ed2f1,25239412,a73ee510,3b08e48b,081c279a,83202629,9f16a973,b28479f6,36fdeaa3,743293f1,07c540c4,f5f4ae5b,,,5337a20b,,3a171ecb,1793a828,,
0,,-1,21.0,1.0,87.0,,0.0,22.0,714.0,,0.0,,1.0,68fd1e64,287130e0,1a31a0e8,37718639,25c83c98,7e0ccccf,c31847f5,0b153874,a73ee510,3b08e48b,a12fca95,138527f4,9b9e44d2,07d13a8f,10040656,e047b86c,776ce399,891589e7,26e97973,a458ea53,d7c93a6d,ad3062eb,be7c41b4,a9a2ac1a,9b3e8820,3547c540
1,1.0,328,,3.0,2.0,0.0,5.0,39.0,98.0,1.0,4.0,,0.0,05db9164,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,0aea30a9,0b153874,a73ee510,6320f08e,53e86199,dfbb09fb,3d3449d7,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,,,0014c32a,c9d4222a,55dd3565,3b183c5c,,
0,,1392,12.0,9.0,1775.0,,0.0,16.0,31.0,,0.0,,16.0,68fd1e64,4c2bc594,d032c263,c18be181,0942e0a7,fbad5c96,16401b7d,5b392875,a73ee510,3b08e48b,20ec800a,dfbb09fb,18a5e4b8,8ceecbc8,7ac43a46,84898b2a,776ce399,bc48b783,,,0014c32a,,3a171ecb,3b183c5c,,
1,6.0,1249,4.0,0.0,43.0,3.0,22.0,1.0,23.0,1.0,3.0,,0.0,05db9164,403ea497,2cbec47f,3e2bfbda,25c83c98,7e0ccccf,124131fa,0b153874,a73ee510,4c89c3af,9ba53fcc,21a23bfe,42156eb4,b28479f6,91f74a64,587267a3,e5ba7672,a78bd508,21ddcdc9,a458ea53,c2a93b37,c9d4222a,3a171ecb,1793a828,e8b83407,2fede552
0,0.0,8,8.0,8.0,33500.0,,,9.0,,0.0,,,9.0,05db9164,8e4f887c,,,25c83c98,7e0ccccf,d130cbd1,0b153874,a73ee510,4c1928d3,9a422971,,174e4cac,b28479f6,b43b1e88,,e5ba7672,4b340164,,,,,3a171ecb,,,
1,4.0,1,1.0,2.0,27.0,2.0,4.0,2.0,2.0,1.0,1.0,,2.0,05db9164,6c9c9cf3,2730ec9c,5400db8b,25c83c98,7e0ccccf,8a6600b0,813607cc,a73ee510,e4b08fda,4ab39743,be45b877,ab8a1a53,07d13a8f,06969a20,9bc7fff5,07c540c4,92555263,,,242bb710,,3a171ecb,72c78f11,,
0,3.0,26,1.0,1.0,1431.0,1.0,11.0,1.0,1.0,0.0,1.0,,1.0,68fd1e64,c76014f5,df00c4f0,031bba14,25c83c98,,6fb62f1a,0b153874,a73ee510,299aecf1,e51ddf94,336bb1d7,3516f6e6,b28479f6,a46c3543,631f0045,e5ba7672,93b0d1d7,,,1fe472e2,,32c7478e,89bd83a1,,
0,,1,2.0,23.0,7207.0,31.0,1.0,5.0,27.0,,1.0,,23.0,05db9164,09e68b86,aa8c1539,85dd697c,384874ce,13718bbd,622305e6,0b153874,a73ee510,2124a520,319687c9,d8c29807,62036f49,1adce6ef,dcd06253,c64d548f,e5ba7672,63cdbb21,cf99e5de,a458ea53,5f957280,,3a171ecb,1793a828,e8b83407,b7d9c3bc
0,,1,,,,,,0.0,,,,,,68fd1e64,791f3f76,d032c263,c18be181,4cf72387,7e0ccccf,970f01b2,0b153874,7cc72ec2,3b08e48b,36bccca0,dfbb09fb,80467802,07d13a8f,876a7e78,84898b2a,2005abd1,0f4a15b0,,,0014c32a,,55dd3565,3b183c5c,,
1,3.0,125,10.0,10.0,2.0,5.0,14.0,6.0,12.0,1.0,3.0,0.0,2.0,05db9164,09e68b86,f5717f7e,4ea9d392,25c83c98,13718bbd,d2d741ca,0b153874,a73ee510,9bc1a7c1,ea4adb47,62b65e7d,05781932,1adce6ef,dbc5e126,8415382f,e5ba7672,5aed7436,9437f62f,b1252a9d,cc90b301,,bcdee96c,bcaac82f,e8b83407,cfb3c3bd
0,1.0,46,182.0,22.0,940.0,,0.0,49.0,21.0,1.0,0.0,,45.0,05db9164,207b2d81,01c3dd01,df302251,384874ce,fbad5c96,38eb9cf4,0b153874,a73ee510,451bd4e4,7f8ffe57,ada61bc3,46f42a63,07d13a8f,0bf0feff,a56b1c87,e5ba7672,fa0643ee,21ddcdc9,5840adea,adc030d0,,32c7478e,73b6604e,001f3601,daa08341
0,2.0,-1,,,501.0,0.0,2.0,0.0,0.0,1.0,1.0,,,68fd1e64,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,1e9876db,0b153874,a73ee510,fa7d0797,043725ae,dfbb09fb,7f0d7407,8ceecbc8,7ac43a46,84898b2a,07c540c4,bc48b783,,,0014c32a,,3a171ecb,3b183c5c,,
1,2.0,0,11.0,8.0,4.0,0.0,41.0,44.0,382.0,2.0,12.0,0.0,0.0,05db9164,80e26c9b,e346a5fd,85dd697c,25c83c98,,61a3f3fb,0b153874,a73ee510,955bb819,1867a48c,539c5644,9291ca36,b28479f6,a785131a,aafa191e,27c07bd6,005c6740,21ddcdc9,5840adea,7e5b7cc4,,bcdee96c,1793a828,e8b83407,b9809574
0,2.0,7,157.0,18.0,67.0,25.0,11.0,33.0,137.0,1.0,5.0,,25.0,68fd1e64,38a947a1,4d9b4fc0,7c1458f0,4cf72387,7e0ccccf,1c86e0eb,0b153874,a73ee510,935a36f0,755e4a50,9916eb6c,5978055e,b28479f6,46ed0b3c,daa2b8fc,e5ba7672,2c6cb693,,,959cbfac,,32c7478e,b258af68,,
0,0.0,355,,,1504.0,13.0,2.0,13.0,235.0,0.0,1.0,,,05db9164,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,26a81064,0b153874,a73ee510,dcbc7c2b,9e511730,dfbb09fb,04e4a7e0,8ceecbc8,7ac43a46,84898b2a,07c540c4,bc48b783,,,0014c32a,ad3062eb,55dd3565,3b183c5c,,
0,0.0,0,1.0,18.0,1550.0,109.0,9.0,48.0,298.0,0.0,3.0,,34.0,05db9164,8ab240be,38e8a328,835b2efc,25c83c98,7e0ccccf,6c9b7105,5b392875,a73ee510,e7ca48e6,58a92dd1,fb91fe0f,b079c917,07d13a8f,e7dd0bfc,61723d1d,e5ba7672,ca533012,21ddcdc9,5840adea,58b437de,,32c7478e,474c9530,445bbe3b,56be3401
0,3.0,-1,2.0,1.0,79.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,68a25dc5,80e26c9b,3b40a9aa,37dff460,25c83c98,,815e3303,0b153874,a73ee510,b9b1972c,2cfc1696,ba5646a2,9bbdb8bd,07d13a8f,f3635baf,cb880c3a,07c540c4,f54016b9,21ddcdc9,b1252a9d,5b4aa781,,32c7478e,1793a828,e8b83407,da9fe092
0,,-1,13.0,5.0,473.0,,0.0,25.0,25.0,,0.0,,12.0,05db9164,8cc9c66e,4243ffb8,be4cb064,25c83c98,fbad5c96,87a59cd0,0b153874,a73ee510,3b08e48b,5f2b4051,d5833817,e5da6081,b28479f6,3bfd73d1,f2a191bd,776ce399,a6f5dd38,21ddcdc9,5840adea,5911ddcb,c9d4222a,be7c41b4,1335030a,e8b83407,60b444c5
0,0.0,0,3.0,2.0,15864.0,283.0,1.0,2.0,155.0,0.0,1.0,,2.0,68fd1e64,08d6d899,04f0a0fb,1bfb072a,25c83c98,13718bbd,744efce0,5b392875,a73ee510,c3e69838,7a3651f5,cd31013f,95bc260c,8ceecbc8,54747c3e,8295d26f,27c07bd6,38748bc3,,,5a8fe828,,32c7478e,f96a556f,,
0,,2,2.0,16.0,318738.0,,,0.0,,,,,22.0,8cf07265,d4e5ee28,e2bddedb,4644496c,25c83c98,fbad5c96,8025502e,0b153874,7cc72ec2,c90ae1ba,29e4ad33,b827eecf,80467802,07d13a8f,5d1e64c6,1443e3aa,1e88c74f,2b829a72,,,68771d70,,3a171ecb,8a3cfad4,,
0,0.0,0,2.0,1.0,11613.0,169.0,4.0,1.0,85.0,0.0,2.0,,1.0,5bfa8ab5,9819deea,d4753104,f922efad,30903e74,13718bbd,80f9f5dc,8bedcc53,a73ee510,f26b7f57,6944f67f,b99ddbc8,57d7b6a5,b28479f6,1150f5ed,87acb535,e5ba7672,7e32f7a4,,,a4b7004c,,32c7478e,b34f3128,,
0,0.0,18,15.0,9.0,4494.0,,0.0,9.0,8.0,0.0,0.0,,9.0,05db9164,2c16a946,0d427480,1b69e68d,25c83c98,7e0ccccf,ade953a9,0b153874,a73ee510,4072f40f,29e4ad33,6be9ae06,80467802,b28479f6,3628a186,acfad74a,07c540c4,e4ca448c,,,f973405d,,3a171ecb,9117a34a,,
0,,314,,0.0,33397.0,409.0,0.0,14.0,180.0,,0.0,,12.0,09ca0b81,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,562725d7,0b153874,a73ee510,3b08e48b,e6d5171f,9f32b866,37847ed6,b28479f6,a733d362,31ca40b6,d4bb7bd8,281769c2,,,dfcfc3fa,,be7c41b4,aee52b6f,,
0,,1,5.0,4.0,2931.0,36.0,2.0,6.0,62.0,,1.0,,5.0,05db9164,791f3f76,d032c263,c18be181,384874ce,7e0ccccf,fe4dce68,0b153874,a73ee510,f5ec1909,68357db6,dfbb09fb,768f6658,b28479f6,bd352426,84898b2a,07c540c4,0f4a15b0,,,0014c32a,,3a171ecb,3b183c5c,,
0,,36,3.0,3.0,7588.0,94.0,2.0,3.0,303.0,,1.0,,3.0,68fd1e64,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,124131fa,0b153874,a73ee510,28c6ef79,9ba53fcc,dfbb09fb,42156eb4,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,,,0014c32a,,3a171ecb,3b183c5c,,
0,0.0,3295,,0.0,4546.0,149.0,11.0,30.0,220.0,0.0,3.0,,2.0,05db9164,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,7956c2ff,0b153874,a73ee510,44ac3250,4b0929e2,dfbb09fb,c0ed8bfc,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,,,0014c32a,c9d4222a,55dd3565,3b183c5c,,
0,0.0,0,6.0,13.0,1509.0,116.0,6.0,47.0,222.0,0.0,2.0,1.0,61.0,5bfa8ab5,b7ca2abd,ee96fc95,68ad052c,25c83c98,7e0ccccf,511a53a9,0b153874,a73ee510,ce3d495b,358a1187,ce875433,3966c8cd,64c94865,5f2d5a3a,5f92b84a,27c07bd6,4771e483,,,95b757a6,,3a171ecb,41be4766,,
1,10.0,478,6.0,9.0,7.0,0.0,56.0,6.0,110.0,1.0,5.0,,0.0,8cf07265,9e5ce894,50b68526,13508380,25c83c98,fbad5c96,b226f465,6c41e35e,a73ee510,3cba23a4,c6c91669,6f14d03c,b8a76289,07d13a8f,8cf98699,7c1d453d,e5ba7672,a5bb7b8a,1d1eb838,a458ea53,39c6c2a8,,423fab69,45ab94c8,ea9a246c,c84c4aec
0,6.0,0,7.0,1.0,138.0,11.0,6.0,5.0,5.0,2.0,2.0,,5.0,05db9164,8e4f887c,,,43b19349,7e0ccccf,7f2c5a6e,0b153874,a73ee510,9bb3a560,d21494f8,,f47f13e4,b28479f6,344bf25d,,d4bb7bd8,4b340164,,,,c9d4222a,32c7478e,,,
0,0.0,272,4.0,13.0,4305.0,534.0,1.0,34.0,342.0,0.0,1.0,,81.0,05db9164,4883e3bc,d032c263,c18be181,4cf72387,7e0ccccf,42cdd679,062b5529,a73ee510,8a99abc1,4352b29b,dfbb09fb,5f4de855,b28479f6,a85e7b5f,84898b2a,27c07bd6,a70ca30e,,,0014c32a,,bcdee96c,3b183c5c,,
0,3.0,1,1.0,1.0,349.0,1.0,16.0,1.0,1.0,1.0,4.0,0.0,1.0,05db9164,80e26c9b,47d2b0a5,f2e08e7d,25c83c98,fbad5c96,33cca6fa,1f89b562,a73ee510,fb999b75,683e14e9,6074c21f,2b9fb512,b28479f6,4c1df281,de319688,07c540c4,f54016b9,21ddcdc9,5840adea,f22a431d,,3a171ecb,1793a828,e8b83407,51751315
0,0.0,68,,5.0,1994.0,36.0,20.0,23.0,270.0,0.0,2.0,0.0,17.0,f473b8dc,86d4fccc,2c993e23,0aa96788,4cf72387,7e0ccccf,5e64ce5f,1f89b562,a73ee510,4e592255,8b94178b,14a72480,025225f2,b28479f6,837782ed,2b1b1104,8efede7f,e727949e,21ddcdc9,5840adea,55486e2e,,32c7478e,3b183c5c,001f3601,fb7edec8
1,82.0,-1,,,1022.0,0.0,137.0,4.0,21.0,1.0,3.0,,,8cf07265,efb7db0e,db44bc96,5b392af8,25c83c98,7e0ccccf,b72ec13d,37e4aa92,a73ee510,47bab3cc,3547565f,a7ee0769,12880350,b28479f6,5ab7247d,15469308,e5ba7672,a863ac26,,,31c11f6b,,bcdee96c,abe3a684,,
0,,832,,1.0,11908.0,134.0,5.0,37.0,152.0,,3.0,0.0,1.0,9684fd4d,4c2bc594,d032c263,c18be181,25c83c98,fbad5c96,26a81064,0b153874,a73ee510,dcbc7c2b,9e511730,dfbb09fb,04e4a7e0,8ceecbc8,7ac43a46,84898b2a,8efede7f,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
1,3.0,1697,3.0,1.0,27.0,0.0,4.0,45.0,144.0,2.0,3.0,,0.0,87552397,207b2d81,d52980aa,b66d15e3,4cf72387,6f6d9be8,283d5555,0b153874,a73ee510,3b08e48b,3d5fb018,b519c595,94172618,64c94865,11b2ae92,7c8ae841,e5ba7672,395856b0,21ddcdc9,b1252a9d,605305ee,,32c7478e,f090fae7,001f3601,cdc744c1
0,1.0,5,26.0,27.0,259.0,96.0,1.0,33.0,33.0,1.0,1.0,,28.0,8cf07265,08d6d899,7d0bcac6,afe92929,25c83c98,7e0ccccf,f4b9d7ad,0b153874,a73ee510,451bd4e4,c1ee56d0,97bcec27,ebd756bd,07d13a8f,41f10449,82f06a35,d4bb7bd8,698d1c68,,,08119c8b,,55dd3565,f96a556f,,
0,1.0,1,4.0,17.0,108.0,22.0,1.0,24.0,22.0,1.0,1.0,,22.0,05db9164,d833535f,77f2f2e5,d16679b9,4cf72387,7e0ccccf,def4a4d4,5b392875,a73ee510,0c70a731,4ba74619,9f32b866,879fa878,b28479f6,a66dcf27,31ca40b6,d4bb7bd8,7b49e3d2,,,dfcfc3fa,,423fab69,aee52b6f,,
0,3.0,1,7.0,8.0,5.0,8.0,17.0,7.0,64.0,1.0,6.0,,8.0,05db9164,80e26c9b,ba1947d0,85dd697c,25c83c98,7e0ccccf,052e75f4,0b153874,a73ee510,7636f6c8,b7bb7a17,34a238e0,73e186f6,1adce6ef,0f942372,da441c7e,e5ba7672,005c6740,21ddcdc9,5840adea,8717ea07,,32c7478e,1793a828,e8b83407,b9809574
0,1.0,2100,,2.0,626.0,29.0,1.0,30.0,45.0,1.0,1.0,,2.0,68fd1e64,8ab240be,fc1cad4b,40ed41e5,25c83c98,7e0ccccf,adbcc874,0b153874,a73ee510,fbbf2c95,46031dab,153ff04a,377af8aa,b28479f6,55ea1fa2,1bf03082,e5ba7672,ca533012,21ddcdc9,5840adea,84ec2c79,ad3062eb,32c7478e,a415643d,445bbe3b,99f4f64c
